id,kai_id,threads_media_id,permalink,published_at,format,topic,topic_tag,hook_type,cta_type,cards_json,body,views,likes,replies,reposts,quotes,shares,like_rate,reply_rate,share_rate,weighted_score,snapshot_label,age_hours,collected_at
1,,18132146695714367,https://www.threads.com/@kai.fukuen/post/DbVYj0xFFyU,2026-07-28 11:01:36,three_choice,連絡時期,,次の連絡はいつがいい？,save,"[{""id"":1,""slug"":""magician"",""name_ja"":""魔術師"",""keywords"":[""行動"",""連絡"",""実現""],""love"":""待つだけでなく、小さなきっかけを作ることで状況が動きます。""},{""id"":9,""slug"":""hermit"",""name_ja"":""隠者"",""keywords"":[""距離"",""内省"",""慎重""],""love"":""相手は一人で考える時間を必要としています。今は追わない方がよいでしょう。""},{""id"":14,""slug"":""temperance"",""name_ja"":""節制"",""keywords"":[""調整"",""回復"",""時間""],""love"":""急展開より、少しずつ連絡と信頼を戻す流れです。""}]","今のあなたに合う連絡のタイミングを見ます。表を向いたA・B・Cから、直感で1枚選んでください。

カードの結果だけでなく、現実に確認したい条件も返信欄へ書きました。焦って送る前に読んでください。",35,1,4,0,0,0,0.02857142857142857,0.11428571428571428,0.0,0.4857142857142857,,34.991943643055556,2026-07-29 22:01:07
2,,18118048802500199,https://www.threads.com/@kai.fukuen/post/DbWtUuDgRJK,2026-07-28 23:21:51,short_advice,追撃連絡,,返信がない朝にやらないこと,none,[],"昨日送った連絡にまだ返事がないなら、今朝は追撃しない。

相手が返せる状態かは分かりません。でも、返事がない不安をもう一通で埋めようとすると、相手には圧として届くことがあります。

今日は通知を確認する回数を決めて、スマホから離れる時間を作ってください。",32,1,0,0,0,0,0.03125,0.0,0.0,0.03125,7d,176.7438928375,2026-08-05 08:06:29
3,,17927015271146126,https://www.threads.com/@kai.fukuen/post/DbXGbcfjokN,2026-07-29 03:01:08,event_countdown,月末,,8月まであと3日。待つ期限を決める,save,[],"「いつか連絡が来るかも」と期限なしで待つと、毎日が彼の通知待ちになります。

8月まであと3日。月が変わるタイミングで、次の一手を決めておきませんか。

連絡する、もう一週間待つ、自分の生活へ集中する。正解を当てるより、自分が納得できる期限を持つことが大切です。",86,1,0,0,0,0,0.011627906976744186,0.0,0.0,0.011627906976744186,7d,173.08926053888888,2026-08-05 08:06:29
4,,18110888189001312,https://www.threads.com/@kai.fukuen/post/DbX9X4AFjqF,2026-07-29 11:01:55,three_choice,復縁可能性,,二人の関係はここからどう動く？,comment,"[{""id"":10,""slug"":""wheel_of_fortune"",""name_ja"":""運命の輪"",""keywords"":[""転機"",""再会"",""流れ""],""love"":""停滞は固定ではありません。偶然の接点や環境変化が転機になります。""},{""id"":12,""slug"":""hanged_man"",""name_ja"":""吊るされた男"",""keywords"":[""停滞"",""待機"",""視点変更""],""love"":""今すぐ動かす時期ではありません。待つ間に関係の見方を変える必要があります。""},{""id"":20,""slug"":""judgement"",""name_ja"":""審判"",""keywords"":[""復活"",""決断"",""連絡""],""love"":""止まっていた関係に再判断の機会が訪れます。過去への回答が出る時です。""}]","表を向いた3枚のうち、最初に惹かれたカードを左・中央・右から選んでください。

二人の関係の流れと、今やるべきことを返信欄へ載せています。未来を決めつける答えではなく、次の行動を選ぶヒントとして読んでください。",67,1,3,0,0,0,0.014925373134328358,0.04477611940298507,0.0,0.19402985074626863,7d,174.09084311027777,2026-08-05 17:07:22
5,,18015131735873856,https://www.threads.com/@kai.fukuen/post/DbZI44PGw22,2026-07-29 22:01:06,psychology,不安,,既読が付かない＝嫌われた、ではない,share,[],"連絡が来ないと、頭は空白を悪い理由で埋めようとします。

でも今分かっている事実は「返事がない」だけ。忙しい、返し方に迷う、距離を置きたいなど、理由は一つではありません。

期待しすぎる必要も、拒絶と決めつける必要もありません。事実と想像を分けるだけで、次の判断は少し冷静になります。",37,1,0,0,0,0,0.02702702702702703,0.0,0.0,0.02702702702702703,7d,178.04161569222222,2026-08-06 08:03:36
6,,17868548667588134,https://www.threads.com/@kai.fukuen/post/DbZrN2flG8z,2026-07-30 03:01:02,poll,復縁の悩み,,今つらいのはAとBどっち？,comment,[],"A：彼の本音が分からないこと
B：自分から連絡していいか分からないこと

同じ音信不通でも、悩みの中心で必要な行動は変わります。本音が知りたいなら事実整理、連絡で迷うなら最後のやり取りと経過日数の確認から。

今のあなたはAとB、どちらに近いですか？",596,12,29,0,0,0,0.020134228187919462,0.04865771812080537,0.0,0.21476510067114093,7d,173.0430009647222,2026-08-06 08:03:37
7,,18067142081743417,https://www.threads.com/@kai.fukuen/post/DbaiKbulKEi,2026-07-30 11:01:47,three_choice,彼からの連絡,,彼から連絡が来る前兆はある？,comment,"[{""id"":3,""slug"":""empress"",""name_ja"":""女帝"",""keywords"":[""愛情"",""余裕"",""受容""],""love"":""追い立てるより、自分の生活を満たすことが関係改善につながります。""},{""id"":7,""slug"":""chariot"",""name_ja"":""戦車"",""keywords"":[""前進"",""意志"",""突破""],""love"":""迷いを減らし、連絡するなら短く明確に。勢い任せは避けてください。""},{""id"":17,""slug"":""star"",""name_ja"":""星"",""keywords"":[""希望"",""癒やし"",""未来""],""love"":""焦らず整えれば、関係修復の可能性は残っています。""}]","左・中央・右の表向きのカードから、今いちばん気になる1枚を選んでください。

彼からの動きを待つべきか、こちらから小さく動くべきか。カードの結果と現実的な確認点を返信欄にまとめました。",1175,30,17,0,0,0,0.02553191489361702,0.01446808510638298,0.0,0.08340425531914894,7d,186.1324344308333,2026-08-07 05:09:44
8,,18076335035366564,https://www.threads.com/@kai.fukuen/post/DbbulsQCVkt,2026-07-30 22:09:01,story,連絡の失敗,,返事が欲しくて送った長文,save,[],"「最後にこれだけ」と送った長文。書いている間は伝え切った気がしたのに、送信後は既読を待つ時間がもっと苦しくなった。

長文が悪いのではありません。ただ、相手が返事を迷っている時に、質問と感情を何個も渡すと返信のハードルは上がります。

次に送るなら、一通一テーマ。伝えたいこと全部ではなく、会話が続く余白を残してください。",79,1,0,0,0,0,0.012658227848101266,0.0,0.0,0.012658227848101266,7d,175.01195326555555,2026-08-07 05:09:44
9,,18607189879059154,https://www.threads.com/@kai.fukuen/post/DbcQBpQFJDs,2026-07-31 03:01:11,event_today,月末,,7月最終日。彼ではなく自分に聞く3つ,save,[],"7月最後の日に、彼の本音を想像する代わりに自分へ聞いてみてください。

①この一か月、私は何を我慢した？
②彼から連絡が来たら、何を確かめたい？
③8月も同じ状態なら、どうしたい？

復縁は相手の気持ちだけで決まりません。自分が戻りたい関係の条件も言葉にしておきましょう。",21,0,0,0,0,0,0.0,0.0,0.0,0.0,7d,170.1425930022222,2026-08-07 05:09:44
10,KAI-001,18171237469439573,https://www.threads.com/@kai.fukuen/post/DbdG8TIIDSv,2026-07-31 11:01:40,three_choice,8月の関係変化,タロット占い,8月、二人の関係に起きる変化,comment,"[{""id"":10,""slug"":""wheel_of_fortune"",""name_ja"":""運命の輪"",""keywords"":[""転機"",""再会"",""流れ""],""love"":""停滞は固定ではありません。偶然の接点や環境変化が転機になります。""},{""id"":16,""slug"":""tower"",""name_ja"":""塔"",""keywords"":[""衝撃"",""崩壊"",""真実""],""love"":""思い込みが崩れる出来事がありそうです。事実を受け止めることが再出発になります。""},{""id"":21,""slug"":""world"",""name_ja"":""世界"",""keywords"":[""完成"",""成就"",""区切り""],""love"":""望む形が完成するか、納得して次へ進むか。曖昧な状態に区切りがつきます。""}]","明日から8月。

止まっていた二人の関係に、今月どんな変化が入りそうかを3枚で見ます。

直感でA・B・Cから1枚選んでください。選んだら🔑と返信してください。",33,1,3,0,0,0,0.030303030303030304,0.09090909090909091,0.0,0.3939393939393939,7d,171.67195374972223,2026-08-07 14:41:59
11,KAI-002,17953143633203302,https://www.threads.com/@kai.fukuen/post/DbeSfpLgc6y,2026-07-31 22:01:18,empathy,月初の未練,復縁,新しい月でも 忘れられない朝,comment,[],"8月になったからといって、気持ちまで今日から変わるわけではありません。

朝から彼を思い出しても、それは前へ進めていない証拠ではなく、大切だった時間がまだ心に残っているだけ。

無理に忘れようとしなくて大丈夫です。気持ちは急に切り替わるものではなく、少しずつ自分の時間へ戻っていく流れです。",218,21,0,0,0,0,0.0963302752293578,0.0,0.0,0.0963302752293578,7d,170.02624735805554,2026-08-08 00:02:52
12,KAI-003,17983639295864360,https://www.threads.com/@kai.fukuen/post/Dbe0z57AI-T,2026-08-01 03:01:09,daily_tarot,今月の判断軸,恋愛相談,8月最初に 決めておきたいこと,save,"[{""id"":17,""slug"":""star"",""name_ja"":""星"",""keywords"":[""希望"",""癒やし"",""未来""],""love"":""焦らず整えれば、関係修復の可能性は残っています。""}]","今日の1枚は「星」。

希望を持つことと、期限を決めずに待ち続けることは同じではありません。

星は、先の見えない時期にも希望が残っていることを示す一方で、現実を落ち着いて見つめるカードでもあります。彼を待つ気持ちがあっても、「いつ頃まで待てそうか」という感覚を自分の中に持つことで、期待だけに振り回されにくくなります。",60,5,3,0,0,0,0.08333333333333333,0.05,0.0,0.2833333333333333,7d,170.95368175138887,2026-08-08 05:58:22
